Suburb,Price,Method,Date,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Reservoir,900000,SP,1/07/2017,Darebin,-37.70343,145.03082,Northern Metropolitan,21650
Reservoir,902000,S,1/07/2017,Darebin,-37.71073,145.01775,Northern Metropolitan,21650
Reservoir,825000,S,1/07/2017,Darebin,-37.70047,145.02881,Northern Metropolitan,21650
Reservoir,668500,S,1/07/2017,Darebin,-37.72487,145.00705,Northern Metropolitan,21650
Reservoir,1100000,S,3/06/2017,Darebin,-37.72787,144.99423,Northern Metropolitan,21650
Reservoir,1266000,S,3/06/2017,Darebin,-37.7296,145.00714,Northern Metropolitan,21650
Reservoir,1040000,S,3/06/2017,Darebin,-37.72499,145.00038,Northern Metropolitan,21650
Reservoir,888000,S,3/06/2017,Darebin,-37.71086,145.01629,Northern Metropolitan,21650
Reservoir,521000,S,3/06/2017,Darebin,-37.7106,145.00177,Northern Metropolitan,21650
Reservoir,857700,SP,3/06/2017,Darebin,-37.72589,144.99681,Northern Metropolitan,21650
Reservoir,642500,S,3/06/2017,Darebin,-37.71064,145.01067,Northern Metropolitan,21650
Reservoir,510000,S,17/06/2017,Darebin,-37.70985,145.02073,Northern Metropolitan,21650
Reservoir,930000,S,17/06/2017,Darebin,-37.7115,145.02413,Northern Metropolitan,21650
Reservoir,635000,SP,17/06/2017,Darebin,-37.70952,145.02824,Northern Metropolitan,21650
Reservoir,850000,S,17/06/2017,Darebin,-37.72596,145.00113,Northern Metropolitan,21650
Reservoir,780000,PI,17/06/2017,Darebin,-37.69964,145.00945,Northern Metropolitan,21650
Reservoir,630000,S,24/06/2017,Darebin,-37.69528,145.00523,Northern Metropolitan,21650
Reservoir,877500,S,24/06/2017,Darebin,-37.71394,145.00387,Northern Metropolitan,21650
Reservoir,912000,S,24/06/2017,Darebin,-37.70295,145.00277,Northern Metropolitan,21650
Reservoir,685000,S,24/06/2017,Darebin,-37.71477,144.98235,Northern Metropolitan,21650
Reservoir,270000,PI,24/06/2017,Darebin,-37.71408,145.00441,Northern Metropolitan,21650
Reservoir,911000,S,24/06/2017,Darebin,-37.72943,145.01904,Northern Metropolitan,21650
Reservoir,365000,SP,24/06/2017,Darebin,-37.70717,145.02643,Northern Metropolitan,21650
Reservoir,470000,VB,24/06/2017,Darebin,-37.72128,145.00995,Northern Metropolitan,21650
Reservoir,817000,S,27/05/2017,Darebin,-37.72456,145.02292,Northern Metropolitan,21650
Reservoir,575000,S,27/05/2017,Darebin,-37.70426,145.01204,Northern Metropolitan,21650
Reservoir,635000,SP,27/05/2017,Darebin,-37.70798,145.02101,Northern Metropolitan,21650
Reservoir,470000,S,27/05/2017,Darebin,-37.70932,145.02484,Northern Metropolitan,21650
Reservoir,700000,S,27/05/2017,Darebin,-37.72839,145.00105,Northern Metropolitan,21650
Reservoir,860000,S,27/05/2017,Darebin,-37.72216,144.99381,Northern Metropolitan,21650
Reservoir,925000,S,8/07/2017,Darebin,-37.72167,145.01706,Northern Metropolitan,21650
Reservoir,526250,SP,8/07/2017,Darebin,-37.72828,145.03033,Northern Metropolitan,21650
Reservoir,351000,SP,8/07/2017,Darebin,-37.69828,145.02184,Northern Metropolitan,21650
Reservoir,760000,S,8/07/2017,Darebin,-37.72057,145.02615,Northern Metropolitan,21650
Reservoir,690000,S,8/07/2017,Darebin,-37.70331,144.9838,Northern Metropolitan,21650
Reservoir,1210000,S,12/08/2017,Darebin,-37.70833,145.0045,Northern Metropolitan,21650
Reservoir,935000,S,12/08/2017,Darebin,-37.72017,144.99873,Northern Metropolitan,21650
Reservoir,510000,S,12/08/2017,Darebin,-37.71331,144.9871,Northern Metropolitan,21650
Reservoir,861000,S,12/08/2017,Darebin,-37.69894,145.03411,Northern Metropolitan,21650
Reservoir,732000,S,12/08/2017,Darebin,-37.69969,145.01039,Northern Metropolitan,21650
Reservoir,755000,SP,12/08/2017,Darebin,-37.70952,145.033,Northern Metropolitan,21650
Reservoir,325000,S,12/08/2017,Darebin,-37.71751,144.99849,Northern Metropolitan,21650
Reservoir,1200000,S,12/08/2017,Darebin,-37.72614,144.99892,Northern Metropolitan,21650
Reservoir,652000,S,15/07/2017,Darebin,-37.71377,145.00214,Northern Metropolitan,21650
Reservoir,953000,S,15/07/2017,Darebin,-37.70964,145.0171,Northern Metropolitan,21650
Reservoir,468000,S,15/07/2017,Darebin,-37.72919,145.00533,Northern Metropolitan,21650
Reservoir,710000,S,15/07/2017,Darebin,-37.72357,144.98562,Northern Metropolitan,21650
Reservoir,550000,VB,15/07/2017,Darebin,-37.69484,145.00854,Northern Metropolitan,21650
Reservoir,725000,S,15/07/2017,Darebin,-37.70158,144.99655,Northern Metropolitan,21650
Reservoir,880000,S,15/07/2017,Darebin,-37.70646,145.01656,Northern Metropolitan,21650
Reservoir,502000,SP,15/07/2017,Darebin,-37.709,145.02014,Northern Metropolitan,21650
Reservoir,1175000,S,15/07/2017,Darebin,-37.72561,145.00922,Northern Metropolitan,21650
Reservoir,495000,S,22/07/2017,Darebin,-37.7216,145.0178,Northern Metropolitan,21650
Reservoir,320000,PI,22/07/2017,Darebin,-37.71766,145.00132,Northern Metropolitan,21650
Reservoir,617500,SP,22/07/2017,Darebin,-37.73012,145.02652,Northern Metropolitan,21650
Reservoir,1282500,SA,22/07/2017,Darebin,-37.72556,144.99021,Northern Metropolitan,21650
Reservoir,760500,S,22/07/2017,Darebin,-37.70559,144.9902,Northern Metropolitan,21650
Reservoir,905000,S,29/07/2017,Darebin,-37.70433,145.02068,Northern Metropolitan,21650
Reservoir,875000,S,29/07/2017,Darebin,-37.73019,145.01712,Northern Metropolitan,21650
Reservoir,670000,S,29/07/2017,Darebin,-37.69505,144.98126,Northern Metropolitan,21650
Reservoir,605000,SP,29/07/2017,Darebin,-37.69372,144.98058,Northern Metropolitan,21650
Reservoir,672000,S,29/07/2017,Darebin,-37.71045,145.0018,Northern Metropolitan,21650
Reservoir,750000,VB,3/09/2017,Darebin,-37.69693,145.0079,Northern Metropolitan,21650
Reservoir,861000,S,3/09/2017,Darebin,-37.72747,145.00035,Northern Metropolitan,21650
Reservoir,612500,S,3/09/2017,Darebin,-37.72924,145.02981,Northern Metropolitan,21650
Reservoir,906000,S,3/09/2017,Darebin,-37.70931,145.01434,Northern Metropolitan,21650
Reservoir,758000,S,3/09/2017,Darebin,-37.69968,145.0054,Northern Metropolitan,21650
Reservoir,900000,SP,3/09/2017,Darebin,-37.72328,145.01862,Northern Metropolitan,21650
Reservoir,762000,S,3/09/2017,Darebin,-37.72422,145.00141,Northern Metropolitan,21650
Reservoir,750000,VB,9/09/2017,Darebin,-37.70486,145.01169,Northern Metropolitan,21650
Reservoir,755000,S,9/09/2017,Darebin,-37.7197,144.99295,Northern Metropolitan,21650
Reservoir,680000,S,9/09/2017,Darebin,-37.69573,145.01689,Northern Metropolitan,21650
Reservoir,870000,SP,9/09/2017,Darebin,-37.70846,145.03039,Northern Metropolitan,21650
Reservoir,930000,S,16/09/2017,Darebin,-37.71491,145.02191,Northern Metropolitan,21650
Reservoir,912000,S,16/09/2017,Darebin,-37.70056,145.00345,Northern Metropolitan,21650
Reservoir,900000,S,16/09/2017,Darebin,-37.72089,145.0153,Northern Metropolitan,21650
Reservoir,935000,S,16/09/2017,Darebin,-37.7234,145.0266,Northern Metropolitan,21650
Reservoir,465000,SP,16/09/2017,Darebin,-37.71176,145.02142,Northern Metropolitan,21650
Reservoir,920000,S,16/09/2017,Darebin,-37.72303,145.01884,Northern Metropolitan,21650
Reservoir,876000,S,19/08/2017,Darebin,-37.71142,145.00377,Northern Metropolitan,21650
Reservoir,866000,S,19/08/2017,Darebin,-37.69742,145.01604,Northern Metropolitan,21650
Reservoir,775500,S,19/08/2017,Darebin,-37.69983,145.02202,Northern Metropolitan,21650
Reservoir,920000,S,19/08/2017,Darebin,-37.70848,145.03055,Northern Metropolitan,21650
Reservoir,901000,S,23/09/2017,Darebin,-37.69618,145.01289,Northern Metropolitan,21650
Reservoir,680000,VB,23/09/2017,Darebin,-37.7104,145.00717,Northern Metropolitan,21650
Reservoir,890000,PI,23/09/2017,Darebin,-37.7183,145.02253,Northern Metropolitan,21650
Reservoir,1190000,S,23/09/2017,Darebin,-37.71556,145.01129,Northern Metropolitan,21650
Reservoir,855000,PI,23/09/2017,Darebin,-37.72318,145.01556,Northern Metropolitan,21650
Reservoir,785000,S,23/09/2017,Darebin,-37.69583,144.98056,Northern Metropolitan,21650
Reservoir,1000000,VB,23/09/2017,Darebin,-37.70176,145.0118,Northern Metropolitan,21650
Reservoir,800000,S,23/09/2017,Darebin,-37.71922,145.01806,Northern Metropolitan,21650
Reservoir,1400000,S,23/09/2017,Darebin,-37.72765,144.98953,Northern Metropolitan,21650
Reservoir,640000,PI,26/08/2017,Darebin,-37.71289,145.01967,Northern Metropolitan,21650
Reservoir,1112000,S,26/08/2017,Darebin,-37.70671,145.03086,Northern Metropolitan,21650
Reservoir,852000,S,26/08/2017,Darebin,-37.69968,145.03426,Northern Metropolitan,21650
Reservoir,800000,PI,26/08/2017,Darebin,-37.73173,145.02884,Northern Metropolitan,21650
Reservoir,625500,S,26/08/2017,Darebin,-37.71626,144.99866,Northern Metropolitan,21650
Richmond,937000,S,3/09/2016,Yarra,-37.8106,144.994,Northern Metropolitan,14949
Richmond,1260000,S,3/09/2016,Yarra,-37.8166,144.9945,Northern Metropolitan,14949
Richmond,1236000,S,3/09/2016,Yarra,-37.8206,145.0003,Northern Metropolitan,14949
Richmond,540000,PI,3/09/2016,Yarra,-37.8195,145.0103,Northern Metropolitan,14949
Richmond,795250,S,3/09/2016,Yarra,-37.8164,145.0136,Northern Metropolitan,14949
Richmond,582000,S,3/09/2016,Yarra,-37.824,144.9918,Northern Metropolitan,14949
Richmond,500000,SP,3/09/2016,Yarra,-37.8226,145.013,Northern Metropolitan,14949
Richmond,1600000,S,3/12/2016,Yarra,-37.8163,144.9984,Northern Metropolitan,14949
Richmond,2180000,PI,3/12/2016,Yarra,-37.8159,144.994,Northern Metropolitan,14949
Richmond,370000,S,3/12/2016,Yarra,-37.8214,144.9997,Northern Metropolitan,14949
Richmond,3335000,S,3/12/2016,Yarra,-37.8244,145.0044,Northern Metropolitan,14949
Richmond,935000,S,3/12/2016,Yarra,-37.8159,145.0033,Northern Metropolitan,14949
Richmond,1102000,S,4/02/2016,Yarra,-37.8265,145.0022,Northern Metropolitan,14949
Richmond,437500,SP,4/03/2017,Yarra,-37.8177,144.9972,Northern Metropolitan,14949
Richmond,421000,SP,4/03/2017,Yarra,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,479000,S,4/03/2017,Yarra,-37.8123,145.0081,Northern Metropolitan,14949
Richmond,3200000,SP,4/03/2017,Yarra,-37.8157,145.0073,Northern Metropolitan,14949
Richmond,479000,S,4/03/2017,Yarra,-37.8258,145.0057,Northern Metropolitan,14949
Richmond,1042500,S,4/03/2017,Yarra,-37.8126,145.004,Northern Metropolitan,14949
Richmond,655000,PI,4/03/2017,Yarra,-37.8174,144.9949,Northern Metropolitan,14949
Richmond,1130000,S,4/03/2017,Yarra,-37.8212,145.005,Northern Metropolitan,14949
Richmond,561000,S,4/03/2017,Yarra,-37.8198,145.005,Northern Metropolitan,14949
Richmond,635000,S,4/03/2017,Yarra,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,1010000,PI,4/06/2016,Yarra,-37.8193,144.9993,Northern Metropolitan,14949
Richmond,1025000,S,4/06/2016,Yarra,-37.8235,145.0035,Northern Metropolitan,14949
Richmond,1102000,S,4/06/2016,Yarra,-37.8255,145.0013,Northern Metropolitan,14949
Richmond,550000,SP,6/08/2016,Yarra,-37.815,145.0089,Northern Metropolitan,14949
Richmond,1152500,S,6/08/2016,Yarra,-37.8154,145.0061,Northern Metropolitan,14949
Richmond,1375000,S,6/08/2016,Yarra,-37.817,145.0135,Northern Metropolitan,14949
Richmond,1422000,S,6/08/2016,Yarra,-37.8215,145.0102,Northern Metropolitan,14949
Richmond,1506000,S,7/05/2016,Yarra,-37.8284,144.9989,Northern Metropolitan,14949
Richmond,1350000,PI,7/05/2016,Yarra,-37.8131,145.005,Northern Metropolitan,14949
Richmond,1090000,S,7/05/2016,Yarra,-37.8127,145.0073,Northern Metropolitan,14949
Richmond,405000,PI,7/05/2016,Yarra,-37.822,145.0104,Northern Metropolitan,14949
Richmond,327000,S,7/11/2016,Yarra,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,1474000,SP,7/11/2016,Yarra,-37.8167,144.9977,Northern Metropolitan,14949
Richmond,1555000,S,7/11/2016,Yarra,-37.8167,144.9978,Northern Metropolitan,14949
Richmond,500000,VB,7/11/2016,Yarra,-37.8198,145.005,Northern Metropolitan,14949
Richmond,815000,S,7/11/2016,Yarra,-37.8187,145.0079,Northern Metropolitan,14949
Richmond,345000,S,7/11/2016,Yarra,-37.8211,144.9955,Northern Metropolitan,14949
Richmond,345000,PI,8/10/2016,Yarra,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,1275000,PI,8/10/2016,Yarra,-37.8285,145.0022,Northern Metropolitan,14949
Richmond,1150000,VB,8/10/2016,Yarra,-37.8116,145.0042,Northern Metropolitan,14949
Richmond,950000,VB,8/10/2016,Yarra,-37.8201,144.9898,Northern Metropolitan,14949
Richmond,270000,PI,8/10/2016,Yarra,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,439000,SP,10/09/2016,Yarra,-37.8183,144.9979,Northern Metropolitan,14949
Richmond,695000,S,10/09/2016,Yarra,-37.8333,144.998,Northern Metropolitan,14949
Richmond,512000,S,10/09/2016,Yarra,-37.8198,144.996,Northern Metropolitan,14949
Richmond,855000,S,10/09/2016,Yarra,-37.815,145.008,Northern Metropolitan,14949
Richmond,1040000,S,10/09/2016,Yarra,-37.8198,145.005,Northern Metropolitan,14949
Richmond,342000,S,10/09/2016,Yarra,-37.8214,144.9896,Northern Metropolitan,14949
Richmond,681000,S,10/09/2016,Yarra,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,900000,PI,10/12/2016,Yarra,-37.8193,144.9976,Northern Metropolitan,14949
Richmond,1250000,S,10/12/2016,Yarra,-37.8243,145.0034,Northern Metropolitan,14949
Richmond,990000,S,10/12/2016,Yarra,-37.812,144.9939,Northern Metropolitan,14949
Richmond,1189000,S,10/12/2016,Yarra,-37.8232,145.0002,Northern Metropolitan,14949
Richmond,1220000,S,10/12/2016,Yarra,-37.8245,144.9933,Northern Metropolitan,14949
Richmond,1220000,S,10/12/2016,Yarra,-37.8213,145.005,Northern Metropolitan,14949
Richmond,1100000,S,10/12/2016,Yarra,-37.8241,145.0015,Northern Metropolitan,14949
Richmond,1346000,S,10/12/2016,Yarra,-37.8169,144.996,Northern Metropolitan,14949
Richmond,450000,PI,11/02/2017,Yarra,-37.8173,144.9965,Northern Metropolitan,14949
Richmond,1340000,S,12/11/2016,Yarra,-37.8289,144.9992,Northern Metropolitan,14949
Richmond,1421000,S,12/11/2016,Yarra,-37.8254,145,Northern Metropolitan,14949
Richmond,1074000,S,12/11/2016,Yarra,-37.8138,144.9921,Northern Metropolitan,14949
Richmond,1205000,S,12/11/2016,Yarra,-37.8198,144.9979,Northern Metropolitan,14949
Richmond,1430000,S,12/11/2016,Yarra,-37.8209,145.0055,Northern Metropolitan,14949
Richmond,1465000,S,12/11/2016,Yarra,-37.8122,144.9937,Northern Metropolitan,14949
Richmond,391000,SP,13/08/2016,Yarra,-37.812,145.0029,Northern Metropolitan,14949
Richmond,1035000,S,13/08/2016,Yarra,-37.8251,144.9959,Northern Metropolitan,14949
Richmond,530000,S,13/08/2016,Yarra,-37.8236,145.009,Northern Metropolitan,14949
Richmond,930000,S,14/05/2016,Yarra,-37.814,145.002,Northern Metropolitan,14949
Richmond,1182000,S,14/05/2016,Yarra,-37.8139,145.0039,Northern Metropolitan,14949
Richmond,777500,PI,14/05/2016,Yarra,-37.8171,145.009,Northern Metropolitan,14949
Richmond,1115000,S,14/05/2016,Yarra,-37.824,145.0052,Northern Metropolitan,14949
Richmond,760000,SP,14/05/2016,Yarra,-37.8331,144.9975,Northern Metropolitan,14949
Richmond,640000,SP,14/05/2016,Yarra,-37.8173,144.9965,Northern Metropolitan,14949
Richmond,1710000,PI,14/05/2016,Yarra,-37.8241,144.9934,Northern Metropolitan,14949
Richmond,1420000,S,14/05/2016,Yarra,-37.8225,145.0007,Northern Metropolitan,14949
Richmond,390000,S,14/05/2016,Yarra,-37.8195,145.0103,Northern Metropolitan,14949
Richmond,3020000,S,14/05/2016,Yarra,-37.8214,144.9951,Northern Metropolitan,14949
Richmond,1346000,S,14/05/2016,Yarra,-37.8215,145.0132,Northern Metropolitan,14949
Richmond,380000,PI,15/10/2016,Yarra,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,680000,S,15/10/2016,Yarra,-37.823,144.9982,Northern Metropolitan,14949
Richmond,1081000,S,15/10/2016,Yarra,-37.814,145.006,Northern Metropolitan,14949
Richmond,860000,S,15/10/2016,Yarra,-37.8207,145.0053,Northern Metropolitan,14949
Richmond,1820000,S,15/10/2016,Yarra,-37.8292,145.0029,Northern Metropolitan,14949
Richmond,905000,S,15/10/2016,Yarra,-37.8118,144.9937,Northern Metropolitan,14949
Richmond,691000,S,15/10/2016,Yarra,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,1088000,S,16/04/2016,Yarra,-37.8126,145.0064,Northern Metropolitan,14949
Richmond,911000,S,16/04/2016,Yarra,-37.8238,145.0072,Northern Metropolitan,14949
Richmond,3001000,S,16/04/2016,Yarra,-37.8152,144.9922,Northern Metropolitan,14949
Richmond,638000,S,16/04/2016,Yarra,-37.822,145.0104,Northern Metropolitan,14949
Richmond,951000,S,16/07/2016,Yarra,-37.8259,145.0089,Northern Metropolitan,14949
Richmond,912000,S,16/07/2016,Yarra,-37.821,145.0082,Northern Metropolitan,14949
Richmond,415000,S,16/07/2016,Yarra,-37.8234,144.9985,Northern Metropolitan,14949
Richmond,1285000,S,16/07/2016,Yarra,-37.8246,145.0012,Northern Metropolitan,14949
Richmond,1220000,S,16/07/2016,Yarra,-37.8203,145.01,Northern Metropolitan,14949
Richmond,900000,S,17/09/2016,Yarra,-37.8139,145.0012,Northern Metropolitan,14949
Richmond,1695000,S,17/09/2016,Yarra,-37.8247,145.0001,Northern Metropolitan,14949
Richmond,1365000,S,17/09/2016,Yarra,-37.8134,145.0055,Northern Metropolitan,14949
Richmond,1088000,S,17/09/2016,Yarra,-37.8239,145.0045,Northern Metropolitan,14949
Richmond,1765000,S,17/09/2016,Yarra,-37.8232,145.0014,Northern Metropolitan,14949
Richmond,1045000,S,17/09/2016,Yarra,-37.8294,145.0029,Northern Metropolitan,14949
Richmond,1591000,S,17/09/2016,Yarra,-37.8261,145.0127,Northern Metropolitan,14949
Richmond,402000,S,17/09/2016,Yarra,-37.813,144.993,Northern Metropolitan,14949
Richmond,1275000,S,18/03/2017,Yarra,-37.822,145.0041,Northern Metropolitan,14949
Richmond,1035000,S,18/03/2017,Yarra,-37.8139,145.0042,Northern Metropolitan,14949
Richmond,2000000,VB,18/03/2017,Yarra,-37.8246,144.9967,Northern Metropolitan,14949
Richmond,931000,S,18/03/2017,Yarra,-37.8128,145.0139,Northern Metropolitan,14949
Richmond,2640000,S,18/03/2017,Yarra,-37.82,145.0054,Northern Metropolitan,14949
Richmond,842000,S,18/03/2017,Yarra,-37.8145,145.0014,Northern Metropolitan,14949
Richmond,1510000,PI,18/03/2017,Yarra,-37.8206,145.0099,Northern Metropolitan,14949
Richmond,1550000,VB,18/03/2017,Yarra,-37.8132,144.9929,Northern Metropolitan,14949
Richmond,1456000,S,18/06/2016,Yarra,-37.8225,145.0029,Northern Metropolitan,14949
Richmond,1145000,S,18/06/2016,Yarra,-37.8226,145.0064,Northern Metropolitan,14949
Richmond,810000,SP,18/06/2016,Yarra,-37.8201,144.9927,Northern Metropolitan,14949
Richmond,1100000,PI,18/06/2016,Yarra,-37.8181,145.007,Northern Metropolitan,14949
Richmond,1220000,S,18/06/2016,Yarra,-37.8244,145.0046,Northern Metropolitan,14949
Richmond,895000,S,18/06/2016,Yarra,-37.8209,145.0014,Northern Metropolitan,14949
Richmond,1430000,S,18/06/2016,Yarra,-37.8218,145.0089,Northern Metropolitan,14949
Richmond,1045000,S,18/06/2016,Yarra,-37.8218,145.0132,Northern Metropolitan,14949
Richmond,2000000,S,19/11/2016,Yarra,-37.8158,144.9931,Northern Metropolitan,14949
Richmond,646000,S,19/11/2016,Yarra,-37.8333,144.998,Northern Metropolitan,14949
Richmond,660000,PI,19/11/2016,Yarra,-37.8166,145.0036,Northern Metropolitan,14949
Richmond,1145000,S,19/11/2016,Yarra,-37.8215,145.0054,Northern Metropolitan,14949
Richmond,380000,PI,22/05/2016,Yarra,-37.8331,144.9975,Northern Metropolitan,14949
Richmond,1285000,S,22/05/2016,Yarra,-37.8267,145.0122,Northern Metropolitan,14949
Richmond,905000,S,22/05/2016,Yarra,-37.8201,144.9898,Northern Metropolitan,14949
Richmond,750000,S,22/05/2016,Yarra,-37.8128,145.0133,Northern Metropolitan,14949
Richmond,604000,SP,22/05/2016,Yarra,-37.8189,145.0131,Northern Metropolitan,14949
Richmond,1645000,S,22/08/2016,Yarra,-37.8147,145.0084,Northern Metropolitan,14949
Richmond,945000,S,22/08/2016,Yarra,-37.833,144.997,Northern Metropolitan,14949
Richmond,306000,S,22/08/2016,Yarra,-37.8242,145.0026,Northern Metropolitan,14949
Richmond,1270000,S,22/08/2016,Yarra,-37.8203,145.0092,Northern Metropolitan,14949
Richmond,975000,PI,22/08/2016,Yarra,-37.8248,144.9976,Northern Metropolitan,14949
Richmond,1105000,S,22/08/2016,Yarra,-37.8159,145.0033,Northern Metropolitan,14949
Richmond,965000,S,22/08/2016,Yarra,-37.8201,145.007,Northern Metropolitan,14949
Richmond,620000,PI,22/08/2016,Yarra,-37.8195,145.0103,Northern Metropolitan,14949
Richmond,1100000,S,22/08/2016,Yarra,-37.8208,145.0013,Northern Metropolitan,14949
Richmond,450000,SP,22/08/2016,Yarra,-37.8231,144.9906,Northern Metropolitan,14949
Richmond,1850000,S,22/08/2016,Yarra,-37.8214,145.0132,Northern Metropolitan,14949
Richmond,1650000,S,23/04/2016,Yarra,-37.8217,145.007,Northern Metropolitan,14949
Richmond,1320000,S,24/09/2016,Yarra,-37.8166,144.9987,Northern Metropolitan,14949
Richmond,1651000,S,24/09/2016,Yarra,-37.8212,144.9985,Northern Metropolitan,14949
Richmond,1032000,S,24/09/2016,Yarra,-37.8198,145.0026,Northern Metropolitan,14949
Richmond,915000,S,24/09/2016,Yarra,-37.8148,144.9912,Northern Metropolitan,14949
Richmond,1075000,S,24/09/2016,Yarra,-37.8194,145.0024,Northern Metropolitan,14949
Richmond,1800000,PI,24/09/2016,Yarra,-37.8268,145.0129,Northern Metropolitan,14949
Richmond,791500,S,24/09/2016,Yarra,-37.8189,145.0131,Northern Metropolitan,14949
Richmond,1600000,S,24/09/2016,Yarra,-37.8233,144.9947,Northern Metropolitan,14949
Richmond,1200000,SP,25/02/2017,Yarra,-37.8229,144.9931,Northern Metropolitan,14949
Richmond,1555000,S,25/02/2017,Yarra,-37.82,144.9987,Northern Metropolitan,14949
Richmond,1361000,S,25/02/2017,Yarra,-37.8249,144.9976,Northern Metropolitan,14949
Richmond,1540000,S,25/02/2017,Yarra,-37.8214,145.0119,Northern Metropolitan,14949
Richmond,1582000,S,25/02/2017,Yarra,-37.8278,144.9984,Northern Metropolitan,14949
Richmond,712000,S,26/07/2016,Yarra,-37.823,144.9982,Northern Metropolitan,14949
Richmond,2055000,SP,26/07/2016,Yarra,-37.8263,145.0085,Northern Metropolitan,14949
Richmond,1012000,S,27/06/2016,Yarra,-37.8155,145.0061,Northern Metropolitan,14949
Richmond,1570000,S,27/06/2016,Yarra,-37.8198,144.9899,Northern Metropolitan,14949
Richmond,1345000,S,27/06/2016,Yarra,-37.8206,144.9913,Northern Metropolitan,14949
Richmond,410000,PI,27/06/2016,Yarra,-37.822,145.0104,Northern Metropolitan,14949
Richmond,696000,S,27/06/2016,Yarra,-37.822,145.0104,Northern Metropolitan,14949
Richmond,1350000,VB,27/11/2016,Yarra,-37.8183,145.0079,Northern Metropolitan,14949
Richmond,1405000,S,27/11/2016,Yarra,-37.8302,144.9993,Northern Metropolitan,14949
Richmond,362000,S,27/11/2016,Yarra,-37.8127,145.0094,Northern Metropolitan,14949
Richmond,760000,S,27/11/2016,Yarra,-37.833,144.997,Northern Metropolitan,14949
Richmond,807000,S,27/11/2016,Yarra,-37.8128,145.0139,Northern Metropolitan,14949
Richmond,1495000,S,27/11/2016,Yarra,-37.8195,144.9974,Northern Metropolitan,14949
Richmond,1410000,S,27/11/2016,Yarra,-37.8199,145.0017,Northern Metropolitan,14949
Richmond,385000,VB,27/11/2016,Yarra,-37.8331,144.9975,Northern Metropolitan,14949
Richmond,1150000,SP,27/11/2016,Yarra,-37.8209,145.0052,Northern Metropolitan,14949
Richmond,1400000,PI,27/11/2016,Yarra,-37.8211,145.0114,Northern Metropolitan,14949
Richmond,1775000,S,27/11/2016,Yarra,-37.8185,145.0061,Northern Metropolitan,14949
Richmond,360000,S,27/11/2016,Yarra,-37.8181,144.9901,Northern Metropolitan,14949
Richmond,1270000,S,27/11/2016,Yarra,-37.8219,145.0096,Northern Metropolitan,14949
Richmond,827500,S,28/05/2016,Yarra,-37.8251,145.0063,Northern Metropolitan,14949
Richmond,1500000,PI,28/05/2016,Yarra,-37.8252,145.0013,Northern Metropolitan,14949
Richmond,560000,SP,28/05/2016,Yarra,-37.8189,145.0131,Northern Metropolitan,14949
Richmond,1165000,S,28/08/2016,Yarra,-37.8167,145.0098,Northern Metropolitan,14949
Richmond,790000,PI,28/08/2016,Yarra,-37.8198,145.005,Northern Metropolitan,14949
Richmond,870000,SP,28/08/2016,Yarra,-37.8136,144.9927,Northern Metropolitan,14949
Richmond,1185000,S,30/07/2016,Yarra,-37.8202,145.0013,Northern Metropolitan,14949
Richmond,1212500,S,30/07/2016,Yarra,-37.8129,145.0013,Northern Metropolitan,14949
Richmond,1125000,S,30/07/2016,Yarra,-37.8199,144.9911,Northern Metropolitan,14949
Richmond,1520000,S,30/07/2016,Yarra,-37.8185,144.9935,Northern Metropolitan,14949
Richmond,950000,VB,6/05/2017,Yarra,-37.8191,144.9977,Northern Metropolitan,14949
Richmond,1110000,S,6/05/2017,Yarra,-37.8172,145.0053,Northern Metropolitan,14949
Richmond,950000,VB,6/05/2017,Yarra,-37.8119,144.9947,Northern Metropolitan,14949
Richmond,1226000,S,6/05/2017,Yarra,-37.821,145.0054,Northern Metropolitan,14949
Richmond,500000,VB,6/05/2017,Yarra,-37.817,144.9955,Northern Metropolitan,14949
Richmond,1214000,S,6/05/2017,Yarra,-37.8162,145.006,Northern Metropolitan,14949
Richmond,370000,SP,8/04/2017,Yarra,-37.8183,144.9979,Northern Metropolitan,14949
Richmond,790000,SP,8/04/2017,Yarra,-37.833,144.997,Northern Metropolitan,14949
Richmond,1400000,VB,8/04/2017,Yarra,-37.8235,144.9963,Northern Metropolitan,14949
Richmond,500000,VB,8/04/2017,Yarra,-37.8175,144.9974,Northern Metropolitan,14949
Richmond,1090000,S,8/04/2017,Yarra,-37.8151,145.0003,Northern Metropolitan,14949
Richmond,1785000,S,8/04/2017,Yarra,-37.8221,144.9964,Northern Metropolitan,14949
Richmond,560000,PI,8/04/2017,Yarra,-37.822,145.0104,Northern Metropolitan,14949
Richmond,690000,VB,13/05/2017,Yarra,-37.825,144.9976,Northern Metropolitan,14949
Richmond,1050000,PI,13/05/2017,Yarra,-37.817,145.0058,Northern Metropolitan,14949
Richmond,2060000,PI,13/05/2017,Yarra,-37.8161,145.0037,Northern Metropolitan,14949
